X_id,OFFENCE_YEAR,DIVISION,TICKET_TYPE,OFFENCE_CATEGORY,AGE_GROUP,HOOD_158,NEIGHBOURHOOD_158,TICKET_COUNT
9408,2018,D22,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,16,Stonegate-Queensway,51
9409,2015,D33,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,47,Don Valley Village,31
9410,2016,D52,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,167,Church-Wellesley,16
9411,2022,D31,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,155,Downsview,37
9412,2020,D32,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,27,York University Heights,14
9413,2017,D11,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,90,Junction Area,422
9414,2019,D32,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,39,Bedford Park-Nortown,23
9415,2017,D55,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,57,Broadview North,14
9416,2017,D33,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,149,Parkwoods-O'Connor Hills,30
9417,2019,D52,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,168,Downtown Yonge East,65
9418,2017,D12,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,115,Mount Dennis,12
9419,2015,D23,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,3,Thistletown-Beaumond Heights,59
9420,2018,D55,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,58,Old East York,74
9421,2014,D41,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,125,Ionview,23
9422,2015,D43,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,138,Eglinton East,24
9423,2016,D31,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,155,Downsview,10
9424,2020,D31,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,21,Humber Summit,10
9425,2022,D11,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,91,Weston-Pelham Park,22
9426,2022,D42,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,129,Agincourt North,22
9427,2014,D33,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,48,Hillcrest Village,14
9428,2017,D51,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,71,Cabbagetown-South St.James Town,28
9429,2020,D32,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,151,Yonge-Doris,19
9430,2015,D11,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,90,Junction Area,74
9431,2022,D43,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,135,Morningside,10
9432,2014,D23,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,4,Rexdale-Kipling,20
9433,2023,NSA,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,159,Etobicoke City Centre,20
9434,2017,D42,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,145,Malvern West,25
9435,2018,D55,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,63,The Beaches,59
9436,2021,D53,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,99,Mount Pleasant East,24
9437,2019,D32,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,36,Newtonbrook West,10
9438,2015,D33,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,53,Henry Farm,67
9439,2017,D11,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,83,Dufferin Grove,19
9440,2015,D32,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,35,Westminster-Branson,10
9441,2015,D55,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,65,Greenwood-Coxwell,43
9442,2014,D33,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,47,Don Valley Village,23
9443,2023,D51,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,72,Regent Park,62
9444,2017,D42,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,118,Tam O'Shanter-Sullivan,25
9445,2018,D51,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,166,St Lawrence-East Bayfront-The Islands,164
9446,2014,D14,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,172,Dovercourt Village,16
9447,2016,D32,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,34,Bathurst Manor,31
9448,2017,D31,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,22,Humbermede,25
9449,2014,D13,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,94,Wychwood,20
9450,2016,D13,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,108,Briar Hill-Belgravia,19
9451,2020,D43,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,142,Woburn North,26
9452,2022,D11,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,90,Junction Area,46
9453,2019,D42,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,144,Morningside Heights,16
9454,2018,D55,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,54,O'Connor-Parkview,32
9455,2021,D53,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,56,Leaside-Bennington,72
9456,2021,D53,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,55,Thorncliffe Park,22
9457,2016,D53,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,97,Yonge-St.Clair,28
9458,2015,D14,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,163,Fort York-Liberty Village,114
9459,2023,NSA,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,42,Banbury-Don Mills,35
9460,2017,D55,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,43,Victoria Village,22
9461,2022,D22,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,13,Etobicoke West Mall,16
9462,2017,D51,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,73,Moss Park,132
9463,2014,D41,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,119,Wexford/Maryvale,78
9464,2023,D42,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,129,Agincourt North,21
9465,2017,D33,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,40,St.Andrew-Windfields,21
9466,2023,D43,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,139,Scarborough Village,24
9467,2014,D53,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,100,Yonge-Eglinton,48
9468,2016,D51,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,167,Church-Wellesley,123
9469,2014,D51,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,166,St Lawrence-East Bayfront-The Islands,71
9470,2017,D43,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,156,Bendale-Glen Andrew,37
9471,2016,D22,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,20,Alderwood,21
9472,2017,D13,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,101,Forest Hill South,19
9473,2023,D51,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,98,Rosedale-Moore Park,25
9474,2023,D33,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,150,Fenside-Parkwoods,23
9475,2019,NSA,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,161,Humber Bay Shores,10
9476,2022,D53,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,55,Thorncliffe Park,13
9477,2022,D14,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,81,Trinity-Bellwoods,62
9478,2017,D53,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,169,Bay-Cloverhill,34
9479,2018,D55,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,70,South Riverdale,236
9480,2021,D11,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,89,Runnymede-Bloor West Village,12
9481,2018,D32,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,36,Newtonbrook West,20
9482,2023,D22,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,12,Markland Wood,13
9483,2014,D14,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,165,Harbourfront-CityPlace,50
9484,2019,D33,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,40,St.Andrew-Windfields,10
9485,2023,D13,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,106,Humewood-Cedarvale,29
9486,2014,D13,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,31,Yorkdale-Glen Park,37
9487,2021,D14,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,95,Annex,15
9488,2017,D33,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,44,Flemingdon Park,48
9489,2022,D52,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,170,Yonge-Bay Corridor,215
9490,2017,D14,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,80,Palmerston-Little Italy,29
9491,2014,D32,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,50,Newtonbrook East,35
9492,2018,D32,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,33,Clanton Park,31
9493,2023,D33,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,53,Henry Farm,47
9494,2018,D13,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,108,Briar Hill-Belgravia,33
9495,2020,D53,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,95,Annex,14
9496,2016,D33,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,149,Parkwoods-O'Connor Hills,40
9497,2015,D51,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,71,Cabbagetown-South St.James Town,25
9498,2020,D52,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,168,Downtown Yonge East,27
9499,2020,D55,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,43,Victoria Village,14
9500,2023,D43,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,136,West Hill,128
9501,2021,D33,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,53,Henry Farm,53
9502,2020,D55,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,54,O'Connor-Parkview,21
9503,2022,D55,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,58,Old East York,93
9504,2018,D53,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,56,Leaside-Bennington,20
9505,2016,D53,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,101,Forest Hill South,16
9506,2014,D42,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,148,East L'Amoreaux,27
9507,2023,D41,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,126,Dorset Park,163
9508,2021,D41,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,125,Ionview,14
9509,2023,D31,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,22,Humbermede,14
9510,2018,D52,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,167,Church-Wellesley,21
9511,2016,D43,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,136,West Hill,71
9512,2022,D12,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,112,Beechborough-Greenbrook,19
9513,2017,D41,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,124,Kennedy Park,31
9514,2014,D55,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,65,Greenwood-Coxwell,44
9515,2020,D23,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,2,Mount Olive-Silverstone-Jamestown,20
9516,2016,D42,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,128,Agincourt South-Malvern West,133
9517,2022,D14,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,79,University,20
9518,2016,D22,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,16,Stonegate-Queensway,99
9519,2023,D42,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,128,Agincourt South-Malvern West,55
9520,2023,D23,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,5,Elms-Old Rexdale,18
9521,2016,D14,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,84,Little Portugal,20
9522,2016,D11,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,171,Junction-Wallace Emerson,15
9523,2019,D53,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,99,Mount Pleasant East,18
9524,2023,D41,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,122,Birchcliffe-Cliffside,17
9525,2016,D52,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,170,Yonge-Bay Corridor,361
9526,2022,D52,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,78,Kensington-Chinatown,34
9527,2020,NSA,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,85,South Parkdale,13
9528,2022,D51,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,167,Church-Wellesley,13
9529,2015,D31,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,22,Humbermede,21
9530,2015,D43,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,142,Woburn North,75
9531,2017,D55,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,69,Blake-Jones,18
9532,2022,D12,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,30,Brookhaven-Amesbury,31
9533,2021,D42,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,148,East L'Amoreaux,16
9534,2019,D11,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,87,High Park-Swansea,53
9535,2018,D11,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,86,Roncesvalles,36
9536,2023,D23,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,7,Willowridge-Martingrove-Richview,21
9537,2016,D14,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,79,University,22
9538,2019,D14,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,163,Fort York-Liberty Village,372
9539,2016,D42,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,144,Morningside Heights,51
9540,2022,D32,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,39,Bedford Park-Nortown,242
9541,2020,D55,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,68,North Riverdale,19
9542,2017,D32,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,151,Yonge-Doris,96
9543,2014,D55,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,62,East End-Danforth,60
9544,2017,D52,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,168,Downtown Yonge East,64
9545,2023,D52,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,78,Kensington-Chinatown,77
9546,2020,D23,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,1,West Humber-Clairville,76
9547,2021,D33,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,119,Wexford/Maryvale,21
9548,2023,D11,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,88,High Park North,29
9549,2022,D51,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,168,Downtown Yonge East,70
9550,2015,D31,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,154,Oakdale-Beverley Heights,29
9551,2016,D14,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,81,Trinity-Bellwoods,48
9552,2016,D31,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,21,Humber Summit,21
9553,2023,D51,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,168,Downtown Yonge East,104
9554,2018,D13,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,106,Humewood-Cedarvale,19
9555,2020,D22,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,160,Mimico-Queensway,21
9556,2016,D11,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,85,South Parkdale,163
9557,2016,D14,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,162,West Queen West,93
9558,2018,D55,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,68,North Riverdale,63
9559,2015,D14,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,95,Annex,20
9560,2017,D32,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,34,Bathurst Manor,30
9561,2021,D43,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,138,Eglinton East,15
9562,2023,NSA,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,85,South Parkdale,36
9563,2020,D55,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,62,East End-Danforth,17
9564,2016,D11,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,86,Roncesvalles,99
9565,2021,D33,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,47,Don Valley Village,31
9566,2021,D32,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,39,Bedford Park-Nortown,16
9567,2021,D51,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,71,Cabbagetown-South St.James Town,35
9568,2016,D43,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,138,Eglinton East,24
9569,2016,D13,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,106,Humewood-Cedarvale,113
9570,2014,D33,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,43,Victoria Village,10
9571,2017,D51,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,74,North St.James Town,16
9572,2021,D33,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,43,Victoria Village,10
9573,2015,D14,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,84,Little Portugal,18
9574,2021,D22,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,13,Etobicoke West Mall,17
9575,2021,D53,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,100,Yonge-Eglinton,13
9576,2023,D51,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,73,Moss Park,155
9577,2022,D31,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,25,Glenfield-Jane Heights,35
9578,2017,D43,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,157,Bendale South,16
9579,2021,D42,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,129,Agincourt North,21
9580,2016,D32,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,32,Englemount-Lawrence,18
9581,2023,D53,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,96,Casa Loma,13
9582,2023,D33,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,48,Hillcrest Village,36
9583,2015,D55,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,60,Woodbine-Lumsden,55
9584,2014,D51,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,167,Church-Wellesley,37
9585,2015,D33,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,149,Parkwoods-O'Connor Hills,48
9586,2019,D51,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,73,Moss Park,141
9587,2015,D31,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,21,Humber Summit,28
9588,2019,D55,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,69,Blake-Jones,18
9589,2014,D14,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,85,South Parkdale,105
9590,2014,D55,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,64,Woodbine Corridor,22
9591,2021,D11,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,87,High Park-Swansea,52
9592,2017,D13,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,92,Corso Italia-Davenport,28
9593,2015,D14,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,81,Trinity-Bellwoods,40
9594,2017,D53,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,56,Leaside-Bennington,19
9595,2014,D14,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,84,Little Portugal,23
9596,2019,D33,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,52,Bayview Village,14
9597,2017,D41,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,125,Ionview,31
9598,2015,D13,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,32,Englemount-Lawrence,13
9599,2016,D42,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,145,Malvern West,29
9600,2015,D11,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,87,High Park-Swansea,46
9601,2022,D11,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,89,Runnymede-Bloor West Village,11
9602,2021,D32,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,34,Bathurst Manor,11
9603,2018,D22,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,20,Alderwood,11
9604,2021,D12,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,113,Weston,11
9605,2015,D13,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,109,Caledonia-Fairbank,19
9606,2020,D42,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,116,Steeles,16
9607,2017,D23,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,5,Elms-Old Rexdale,11
9608,2018,D53,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,99,Mount Pleasant East,11
9609,2020,D55,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,44,Flemingdon Park,11
9610,2022,D14,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,80,Palmerston-Little Italy,11
9611,2022,D55,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,57,Broadview North,11
9612,2014,D31,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,24,Black Creek,11
9613,2018,D12,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,28,Rustic,11
9614,2016,D55,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,67,Playter Estates-Danforth,11
9615,2019,D31,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,155,Downsview,11
9616,2015,D33,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,43,Victoria Village,11
9617,2020,D23,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,3,Thistletown-Beaumond Heights,11
9618,2020,D11,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,83,Dufferin Grove,11
9619,2022,D13,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,101,Forest Hill South,9
9620,2020,D11,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,91,Weston-Pelham Park,9
9621,2015,D32,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,155,Downsview,9
9622,2023,D13,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,107,Oakwood Village,9
9623,2022,D12,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,115,Mount Dennis,9
9624,2014,D53,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,96,Casa Loma,9
9625,2021,D14,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,79,University,9
9626,2023,D52,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,167,Church-Wellesley,9
9627,2019,D22,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,158,Islington,9
9628,2016,D52,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,79,University,9
9629,2015,D42,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,147,L'Amoreaux West,9
9630,2014,D33,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,40,St.Andrew-Windfields,9
9631,2020,D33,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,40,St.Andrew-Windfields,9
9632,2018,D41,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,156,Bendale-Glen Andrew,9
9633,2019,D55,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,59,Danforth East York,9
9634,2019,D31,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,22,Humbermede,9
9635,2019,D13,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,102,Forest Hill North,9
9636,2018,D42,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,147,L'Amoreaux West,9
9637,2020,D32,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,37,Willowdale West,9
9638,2019,D43,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,135,Morningside,9
9639,2022,NSA,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,16,Stonegate-Queensway,9
9640,2023,D13,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,94,Wychwood,9
9641,2023,D53,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,55,Thorncliffe Park,9
9642,2023,D22,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,20,Alderwood,9
9643,2017,D32,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,27,York University Heights,9
9644,2018,D22,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,13,Etobicoke West Mall,9
9645,2016,D33,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,48,Hillcrest Village,9
9646,2017,D43,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,135,Morningside,9
9647,2018,D12,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,112,Beechborough-Greenbrook,9
9648,2023,D11,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,171,Junction-Wallace Emerson,9
9649,2021,D52,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,169,Bay-Cloverhill,9
9650,2019,D33,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,150,Fenside-Parkwoods,9
9651,2014,D23,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,8,Humber Heights-Westmount,9
9652,2019,D43,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,156,Bendale-Glen Andrew,9
9653,2015,D42,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,128,Agincourt South-Malvern West,159
9654,2022,D23,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,6,Kingsview Village-The Westway,17
9655,2023,D13,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,31,Yorkdale-Glen Park,9
9656,2019,NSA,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,155,Downsview,5
9657,2021,D11,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,88,High Park North,11
9658,2015,D32,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,36,Newtonbrook West,50
9659,2019,D13,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,101,Forest Hill South,9
9660,2023,D41,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,121,Oakridge,5
9661,2021,D42,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,147,L'Amoreaux West,11
9662,2014,D42,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,146,Malvern East,33
9663,2023,D22,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,11,Eringate-Centennial-West Deane,9
9664,2014,D41,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,157,Bendale South,5
9665,2016,D12,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,29,Maple Leaf,11
9666,2019,D11,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,84,Little Portugal,10
9667,2016,D55,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,122,Birchcliffe-Cliffside,9
9668,2016,D33,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,41,Bridle Path-Sunnybrook-York Mills,5
9669,2019,D32,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,37,Willowdale West,11
9670,2017,D11,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,88,High Park North,13
9671,2018,D52,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,79,University,9
9672,2018,D43,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,133,Centennial Scarborough,5
9673,2014,D13,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,171,Junction-Wallace Emerson,11
